ulges;Who came up with the interaction ritual theory?;Randall Collins;HUM:ind;10406;Subsequent to these developments, Randall Collins (2004) formulated his interaction ritual theory by drawing on Durkheim's work on totemic rituals that was extended by Goffman (1964/2013, 1967) into everyday focused encounters.
ulges;What is the main difference between black-box testing and white-box testing?;seeing the source code;ENTY:other;29090;"Black-box testing treats the software as a ""black box"", examining functionality without any knowledge of internal implementation, without seeing the source code."
davidoff-meyer;When was John Moorhead born?;1948;NUM:date;6132298;John Moorhead (born 1948) is the McCaughey professor of history (specializing in late antiquity and the early Middle Ages) at the University of Queensland, Brisbane, Australia.
schwarz-voss;In which year was Michael Izady born?;1963;NUM:date;20684851;Michael Mehrdad R.S.C. Izady or Michael Izady (born 1963), is a contemporary writer on ethnic and cultural topics, particularly the Greater Middle East, and Kurds
DieDreier;What is Mu?;lost continent;LOC:other;440114;Mu is the name of a suggested lost continent whose concept and name were proposed by 19th-century traveler and writer Augustus Le Plongeon, who claimed that several ancient civilizations, such as those of Egypt and Mesoamerica, were created by refugees from Muâ€”which he located in the Atlantic Ocean.
roth-schoeneich;In what country do the Luba people live?;Democratic Republic of the Congo;LOC:country;12149171;Lubaland refers to the savanah grassland south of the Congo River where the Luba people live, now the southeastern portion of the Democratic Republic of the Congo.
ulges;Thomas Edison and what other scientist were already asked to work on a better telegraph?;Elisha Gray;HUM:ind;852;Orton had contracted with inventors Thomas Edison and Elisha Gray to find a way to send multiple telegraph messages on each telegraph line to avoid the great cost of constructing new lines.
Natuerliches Mineralwasser;When did Jean-Baptiste Cyrus de Valence died?;1822;NUM:date;43219633;After the Bourbon Restoration he entered the Chamber of Peers in 1819 and died in 1822.
Powerpuff Girls;How much forest covers the earth?;four billion hectars;NUM:count;11090;According to the widely usedefinition, forests covered four billion hectars (15 million square miles) or approximately 30 percent of the world's land area in 2006. 
elmas-hennig;How much artillery was part of The Western Army of the Ottoman Empire?;372;NUM:count;5961029;It numbered app. 154,000 troops and 372 artillery.
Die eisernen Einhoerner;How long is The Grotta di Matromania?;27 m;NUM:count;36337010;The Grotta di Matromania (or Mitromania or Matrimonio) is a large, natural cavern on the east coast of the island of Capri, Italy. It is located near the Arco Naturale. The cavern is approximately 27 m long, 18 m wide, and 18 m high.
FuhrmeisterLendle;Who lead the Congress Alliance an anti-apartheid coalition?;African National Congress;HUM:gr;31958198;Led by the African National Congress, the CA was multi-racial in makeup and committed to the principle of majority rule.
Articifial Stupidity;What does RLG stand for?; Ring Laser Gyroscope;ENTY:other;302790;A ring laser gyroscope (RLG) consists of a ring laser havingt two independent counter-propagating resonant modes over the same path.
benjabeur-reitz;In which Year the second Agrarian Reform Law was called in Cuba?;1963;NUM:date;4709754;\n\n\n== Second agrarian reform law ==\nThe Second Agrarian Reform Law was enacted in October 1963.
schwarz-voss;In which year received Michael Izady his PhD?;1992;NUM:date;20684851;He received his PhD at the department of Middle Eastern Languages and Civilizations of Columbia University in 1992
davidoff-meyer;When was Karl Anders Torbjörn Gullberg born?;1947;NUM:date;50634435;Karl Anders Torbjörn Gullberg (born 1947) is a Swedish social scientist, urban historian, technology historian, and former adjunct professor at the Division of History of Science, Technology and Environment at the KTH Royal Institute of Technology, Stockholm.\nGullberg was the head of Kommittén för Stockholmsforskning (Stockholm Research) and Stockholmia Publishing from 2005–14. He currently works for the Centre for Sustainable Communications at the KTH Royal Institute of Technology, Stockholm.\nHe has published several books and articles, notably City – drömmen om ett nytt hjärta (City – the dream of a new heart), a history and study of the redevelopment of Stockholm’s Central Business District 1951–79. He has also published Images of the Future City: Time and space for sustainable development (with Mattias Höjer and Ronny Pettersson), a vision of the sustainable city of the future, and Congestion Taxes in City Traffic: Lessons learnt from the Stockholm Trial (with Karolina Isaksson).\nGullberg has recently launched the vision of an Integrated Information and Payment Platform for solving traffic problems in urban transport.\n\n\n== Publications in English ==\n2004 – City building regimes in post-war Stockholm.
ulges;Fat Thursday is also known as what day?;omelette day;ENTY:other;38483;On Thursday Dijous Gras (Fat Thursday) is celebrated, also called 'omelette day' (el dia de la truita), coques (de llardons, butifarra d'ou, butifarra) and omelettes are eaten.
ravindran-wedemeyer;What is the world’s spiritual capital of the Shia?;Najaf;LOC:city;200512;It is widely considered the third holiest city of Shia Islam, the Shia world’s spiritual capital and the center of Shi'a political power in Iraq.
FuhrmeisterLendle;In which year was Alexander Fukus born?;1917;NUM:date;32847400;Alexander Fukus (30 May 1917 - 29 November 1978).
ulges;What type of architecture is a prominent influence on the design and form of Gothic cathedrals from the Iberian Peninsula? ;Islamic architecture;ENTY:other;54044;Among the influences on both decoration and form are Islamic architecture and, towards the end of the period, Renaissance details combined with the Gothic in a distinctive manner.
ulges;What California city last hosted the Super Bowl?;San Diego;LOC:city;42968661;It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.
FuhrmeisterLamkadmiLendle;In which country is the city of Tejen?;Turkmenistan;LOC:country;981173;Tejen (older spellings: Tedzhen, Tejend, Tejent) is an oasis city in the Karakum Desert, in Ahal Province of Turkmenistan.
ulges;When was the coronation of Elizabeth as Queen?;2 June 1953;ENTY:other;12153654;Despite the death of Queen Mary on 24 March, the coronation on 2 June 1953 went ahead as planned, as Mary had asked before she died.
bauer-klamroth;Which year represents the Roman numerals MDXLVII?;1547;NUM:date;38671;Year 1547 (MDXLVII) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar.
schwarz-voss;How high is Fission Wall in Antarctica in meters?;1,400 metres;NUM:count;29551194;Fission Wall (85°52′S 155°12′W) is a granite cliff, 1,400 metres (4,600 ft) high, on the north face of Mount Griffith, Hays Mountains, in the Queen Maud Mountains of Antarctica.
schwarz-voss;Who was the first Director of Information Systems Security for the U.S. State Department?;Lt. Col. Frederick Lynn McNulty;HUM:ind;39128172;Lt. Col. Frederick “F.” Lynn McNulty (1939 - 2012) was the first Director of Information Systems Security for the U.S. State Department, a pioneer in the field of cybersecurity, and has been characterized as the “father” of U.S. federal information security.
funk-jung;When did Morten Richard Ringard live?;18 May 1908 – 1973;NUM:date;23240311;Morten Richard Ringard (18 May 1908 – 1973) was a Norwegian educator and writer.
ulges;When was the Chrysler building built in NYC?;1930;NUM:date;645042;The Art Deco style of the Chrysler Building (1930) and Empire State Building (1931), with their tapered tops and steel spires, reflected the zoning requirements.
ulges;What percentage of Smartphone users use the youtube app?;35%;NUM:count;3524766;According to GlobalWebIndex, YouTube was used by 35% of smartphone users between April and June 2013, making it the third most used app.
ulges;What is the French abbreviation for Saint-Barthélemy?;Saint-Barth;ENTY:other;30307259;Often abbreviated to Saint-Barth in French, or St. Barts or St. Barths in English, the indigenous people called the island Ouanalao.
Brennholzverleih;Where is Gonoessa?;northwesternmost part of present Corinthia;LOC:other;20700593;The location of the city has not been found, but it is assumed to lie in the northwesternmost part of present Corinthia.
donaera-selak;What is the Kumanovska Reka?;river;ENTY:other;19145553;"The Kumanovska Reka (Macedonian: Кумановска Река, ""Kumanovo River"") is a small river situated in the north - east part of the Republic of Macedonia."
ulges;When was the Old Testament translated into Greek?;3rd century BCE;NUM:date;18630637;One of the first recorded instances of translation in the West was the rendering of the Old Testament into Greek in the 3rd century BCE.
bauer-klamroth;What eatable product could have been sent by an Latin city to the Latin Festival?;cheese;ENTY:food;33595910;Each Latin city sent a representative and offerings such as sheep, cheese, or other pastoral products.
ulges;"When was ""Rumble"" released?";1958;NUM:date;124802;"Other antecedents include Link Wray's instrumental ""Rumble"" in 1958, and the surf rock instrumentals of Dick Dale, such as ""Let's Go Trippin'"" (1961) and ""Misirlou"" (1962)."
Articifial Stupidity;Where does the Rasht Valley lie?;Tajikistan;LOC:country;861247;The Rasht Valley is located in Tajikistan and composes a significant portion of the Region of Republican Subordination  including the six districts of Jirgatol  Rasht  Roghun  Tavildara  Tajikobod and Nurabad.
frehmann-kaminski;In which country is the beach Platys Gialos located at?;Greece;LOC:country;49217169;Platys Gialos or Platis Yal�s is a beach in Mykonos, Greece.
Team Triggered;Who developed AppleTalk?;Apple Inc.;HUM:gr;2115;AppleTalk was a proprietary suite of networking protocols developed by Apple Inc.
ulges;"What is the ""official"" term to denote a citizen of Mexico City?";capitalinos;HUM:gr;18987;"They are formally called capitalinos (in reference to the city being the capital of the country), but ""[p]erhaps because capitalino is the more polite, specific, and correct word, it is almost never utilized""."
elmas-hennig;In which year was the Madoff investment scandal discovered?;2008;NUM:date;21940799;The Madoff investment scandal was a major case of stock and securities fraud discovered in late 2008.
ott-ragowski;Who was a Isreali historian that survived the holocaust?;Israel Gutman;HUM:ind;17176780;Israel Gutman (Hebrew:  ישראלגוטמן‎‎. 20 May 1923 – 1 October 2013) was a Polish-born Israeli survivor and historian of the Holocaust.
bauer-klamroth;When was Friedrich Wilhelm Heinrich Alexander von Humboldt born?;14 September 1769;NUM:date;70631;Friedrich Wilhelm Heinrich Alexander von Humboldt ( 14 September 1769 – 6 May 1859) was a Prussian geographer, naturalist, explorer, and influential proponent of Romantic philosophy and science.
ulges;Queen rented what venue for a music video in 1978?;Wimbledon Stadium;LOC:other;42010;Queen rented Wimbledon Stadium for a day to shoot the video, with 65 naked female models hired to stage a nude bicycle race.
ulges;How many grains of silver did the Mint Act define the dollar as?;371.25;NUM:count;18717338;From 1792, when the Mint Act was passed, the dollar was defined as 371.25 grains (24.056 g) of silver.
ott-ragowski;Which feudal domain was located in Awa Province?;Nagao Domain;LOC:other;29406564;Nagao Domain (長尾藩, Nagao-han) was a Japanese feudal domain of the early Meiji period, located in Awa Province.
ulges;Which local UK airport hub is located in Essex?;Stansted Airport;LOC:other;17867;Stansted Airport, north east of London in Essex, is a local UK hub and Luton Airport to the north of London in Bedfordshire, caters mostly for cheap short-haul flights.
lang-wilhelm;How many kilometers is the Saudi Arabian coastline long?;2,640;NUM:count;28299808;The total length of the Saudi Arabian coastline is 2,640 kilometres (1,640 mi) with two coastlines: a long west coast on the Red Sea and a shorter east coast on the Persian Gulf.
ulges;By 1811, what was the population of Napoleon's Empire?;over 70 million people;NUM:count;69880;By 1811, Napoleon ruled over 70 million people across an empire that had domination in Europe, which had not witnessed this level of political consolidation since the days of the Roman Empire.
Powerpuff Girls;Who wrote 'A Ramble Round the Globe'?;Thomas Dewar;HUM:ind;11785041;A Ramble Round the Globe is an 1894 book by Thomas Dewar detailing his journey around the world publicizing Dewars Scotch Whisky. 
ulges;What year was the Republic of Ireland formed?;1949;NUM:date;46755;Other countries left the Commonwealth, such as Burma in January 1948, Palestine (divided between Israel and the Arab states) in May 1948 and the Republic of Ireland in 1949.
maciejewska-maita;In which was Sofia Areal born?;Lisbon;LOC:city;36919472;Areal was born in Lisbon in 1960, daughter of the painter António Areal (1934-1978) and Maria Lira dos Passos Freitas Pereira (born 1937)
benjabeur-reitz;In which Year Oba Overami was died?;1914;NUM:date;26178306;Oba Overami was exiled to Calabar where he died in 1914.
lang-wilhelm;When was Philip Wayne Powell born?;1913;NUM:date;30367475;Philip Wayne Powell (1913-1987) was an American historian specializing in the Spanish colonial history of the American Southwest.
donaera-selak;What is an Inwohner?;lower-ranking inhabitants;ENTY:other;51048529;Inwohner is a German expression for lower-ranking inhabitants of a populated place.
Powerpuff Girls;When was 'A Ramble Round the Globe' written?;1894;NUM:date;11785041;A Ramble Round the Globe is an 1894 book by Thomas Dewar detailing his journey around the world publicizing Dewars Scotch Whisky.
kaiser-simkin;On which continent is Mount Jewell located?;Antarctica;LOC:other;29435405;Mount Jewell (66\u00b057\u2032S 53\u00b09\u2032E) is a mountain 3 nautical miles (6 km) south of Mount Cordwell and 25 nautical miles (46 km) south-southwest of Stor Hanakken Mountain in Enderby Land, Antarctica
ulges;What is the Detroit VA hospital called?;John D. Dingell;LOC:other;8687;Within the city of Detroit, there are over a dozen major hospitals which include the Detroit Medical Center (DMC), Henry Ford Health System, St. John Health System, and the John D. Dingell VA Medical Center.
Die eisernen Einhoerner;How many eruptive centers has Cerro Solo?;nine;NUM:count;8964931;It consists of nine eruptive centers and is covered in light-colored rhyodacite pyroclastic flow deposits.
donaera-selak;What was the year Cormac mac Ceithearnach died?;881;NUM:date;29391484;Cormac mac Ceithearnach, ruler and cleric, died 881.
ulges;To speed his retreat to Egypt, Napoleon ordered the poisoning of sick men with what substance?;opium;ENTY:food;69880;To speed up the retreat, Bonaparte ordered plague-stricken men to be poisoned with opium, the number who died remains disputed, ranging from a low of 30 to a high of 580.
ott-ragowski;Where was Arthur Waldron born?;Boston;LOC:city;33571856;Waldron was born in Boston on December 13, 1948.
ulges;What was the harbour of Athens?;Piraeus;LOC:other;594;It was found in Piraeus, the harbour of Athens.
lang-wilhelm;In what part of Ecuador is Colta Canton located?;Chimborazo Province;LOC:other;25976845;Colta Canton is a canton of Ecuador, located in the Chimborazo Province. Its capital is the town of Cajabamba.
ulges;What is one Greek word that has the same root as the word idea?;eidos;ENTY:other;594;"The Greek words oida (οἶδα, ""(I) know"") and eidos (εἶδος, ""species"") have the same root as the word idea (ἰδέα), indicating how the Greek mind moved from the gift of the senses, to the principles beyond the senses."
ulges;What is another name for a coal supply bin?;bunker;ENTY:other;27692;When coal is used, a chain or screw stoking mechanism and its drive engine or motor may be included to move the fuel from a supply bin (bunker) to the firebox.
Articifial Stupidity;Which is the fifth most populous city in Turkey?;Antalya;LOC:other;361527;Antalya is the fifth most populous city in Turkey and the capital of its eponymous province.
ulges;How many people attended Broadway shows during the 2013-2014 season?;12.21 million;NUM:count;645042;Attendance in 2013–2014 stood at 12.21 million, representing a 5.5% increase from the 2012–2013 season's 11.57 million.
FuhrmeisterLendle;How many people live in Gribova?;2175;NUM:count;23537418;At the 2004 census, the commune had 2,175 inhabitants.
FuhrmeisterLamkadmiLendle;Who is Masaaki Yamazaki?;a Japanese politician of the Liberal Democratic Party;HUM:gr;14329322;Masaaki Yamazaki (__ __, Yamazaki Masaaki, born May 24, 1942) is a Japanese politician of the Liberal Democratic Party, a member of the House of Councillors in the Diet (national legislature).
ulges;What ruler, besides John of Saxony and Philip of Hesse, formed the Schmalkaldic League?;George, Margrave of Brandenburg-Ansbach;HUM:ind;7567080;Despite the disagreements on the Eucharist, the Marburg Colloquy paved the way for the signing in 1530 of the Augsburg Confession, and for the formation of the Schmalkaldic League the following year by leading Protestant nobles such as John of Saxony, Philip of Hesse, and George, Margrave of Brandenburg-Ansbach.
FuhrmeisterLamkadmiLendle;How many sons had Ahimaaz?;2;NUM:count;5854122;Ahimaaz had two sons, Paltiel and Samuel.
Articifial Stupidity;What is the capital of Zambia?;Lusaka;LOC:other;34415;The capital is Lusaka in the south-central part of Zambia.
ott-ragowski;Who played the female lead in Gustav Vasa at the Royal Swedish Opera?;Franziska Stading;HUM:ind;225756;Franziska Stading plays the female lead in Gustav Vasa (with libretto personally overseen by King Gustav III of Sweden) at the Royal Swedish Opera.
FuhrmeisterLamkadmiLendle;When did Gabriel Bucelin die?;9 June 1681;NUM:date;12271928;Gabriel Bucelin (also Gabriel Buzlin, Gabriel Bincelint, or Gabriel Bucelinus) (29 December 1599, Diessenhofen, Thurgau � 9 June 1681, Weingarten) was a Benedictine polymath, Humanist, historical writer and cartographer.
Natuerliches Mineralwasser;What is Mauer part of ;23rd District of Vienna, Liesing;LOC:other;5853982;Today it is part of the 23rd District of Vienna, Liesing.
davidoff-meyer;Where is Chnuor Mean Chey located?;Banteay Meanchey Province;LOC:other;15025934;Chnuor Mean Chey is a khum (commune) of Preah Netr Preah District in Banteay Meanchey Province in north-western Cambodia.
ulges;What language did Gaddafi have difficulty learning?;English;ENTY:other;53029;The Bovington signal course's director reported that Gaddafi successfully overcame problems learning English, displaying a firm command of voice procedure.
DieDreier;Who invented the cotton gin?;Eli Whitney;HUM:ind;9732;Eli Whitney (December 8, 1765 – January 8, 1825) was an American inventor best known for inventing the cotton gin.
Team Triggered;How many feet is a mile equal to?;5,280;NUM:count;19159;The mile is an English unit of length of linear measure equal to 5,280 feet, or 1,760 yards, and standardised as exactly 1,609.344 metres by international agreement in 1959.
Die eisernen Einhoerner;When was Rye Air Force Station closed?;1957;NUM:date;30339199;It was closed in 1957.
abesh-feller;Who was Professor Helena Sandsmark created by?;John Byrne;HUM:ind;12395422;Professor Helena Sandsmark is DC Comics fictional character created by writer/artist John Byrne for the Wonder Woman comic book series, first appearing in Wonder Woman Vol 2 #105.
maciejewska-maita;Who has been called  the last native speaker of the Catawba language?;Samuel Taylor Blue ;HUM:ind;17379179;Samuel Taylor Blue (c. 1871-1959) was a Native American chief of the Catawba Tribe from 1928 to 1939 and also in 1956, although he was looked to as a leading figure in the tribe only some of the time was he the chief. Blue has been called the last native speaker of the Catawba language
ulges;Who wrote The Art Of War?;Sun Tzu;HUM:gr;18963870;Sun Tzu's The Art of War) and Chinese history (e.g.
ulges;What country borders Tajikistan to the east?;China;LOC:country;30108;It is bordered by Afghanistan to the south, Uzbekistan to the west, Kyrgyzstan to the north, and China to the east.
Powerpuff Girls;How many people received Nat Geo Wild in February 2015?;57,891,000;NUM:count;10515819;As of February 2015, approximately 57,891,000 American households (49.7% of households with television) receive Nat Geo Wild
funk-jung;Who directed Special 26?;Neeraj Pandey;HUM:ind;34946978;Special 26, also known as Special Chabbis, is a 2013 Indian heist crime thriller film directed by Neeraj Pandey.
roth-schoeneich;What is the NeXTcube?;a high-end workstation computer;ENTY:cremat;2886717;The NeXTcube is a high-end workstation computer developed, manufactured, and sold by NeXT from 1990 until 1993.
buch-kyritz;Who directed Slick Hare (1947)? ;Friz Freleng;HUM:ind;3893827;Slick Hare is a 1947 Merrie Melodies Bugs Bunny cartoon, directed by Friz Freleng.
FuhrmeisterLamkadmiLendle;Where is the Willaumez Peninsula located?;the West New Britain Province;LOC:city;32859101;the Willaumez Peninsula is located on the north coast of New Britain in the West New Britain Province.
schwarz-voss;In which constellation is the galaxy NGC 5821?;Boötes;LOC:other;19420562;NGC 5821 is a spiral galaxy in the constellation Boötes.
lang-wilhelm;Who assaulted Chinese-conquered vassal of Eastern Tujue?;Xueyantuo;HUM:ind;35388;The Xueyantuo assults the Chinese-conquered vassal of Eastern Tujue.
Natuerliches Mineralwasser;What ist the oldest known time capsule in the United States?;Samuel Adams and Paul Revere time capsule;ENTY:other;44687153;The Samuel Adams and Paul Revere Time Capsule is a time capsule located in a cornerstone of the Massachusetts State House.
Powerpuff Girls;Which route is the most common on K2?;Abruzzi Spur;LOC:other;17359;The standard route of ascent, used far more than any other route (75% of all climbers use this route) is the Abruzzi Spur,[59][60] located on the Pakistani side, first attempted by Prince Luigi Amedeo, Duke of the Abruzzi in 1909.
ulges;How many teachers did Yerevan State University have in 1992?;1,300;NUM:count;10918072;Its faculty numbered about 1,300 teachers and its student population about 10,000 students.
funk-jung;When was the British Airways Board formed?;1971;NUM:date;24558847;The British Airways Board was formed in 1971 to control the policy and finances of the two large London- based airline corporations, British Overseas Airways Corporation (BOAC) and British European Airways Corporation (BEA) with two much smaller regional airlines, Cambrian Airways and Northeast Airlines
Powerpuff Girls;When was Pamela Woods born?;1952;NUM:date;47443639;Pamela Woods was born 1952 to Hilda and Herbert Woods in Leigh
Natuerliches Mineralwasser;When did François Thijssen die?;13 October 1638;NUM:date;3853004;François Thijssen or Frans Thijsz (died 13 October 1638?) was a Dutch explorer who explored the southern coast of Australia.
ulges;in 1932 what was the Rhine measurement changed to?;1,320 kilometres;NUM:count;25845;In 1932 the German encyclopedia Knaurs Lexikon stated the length as 1,320 kilometres (820 miles), presumably a typographical error.
donaera-selak;How many people got eliminated in the La Loche shootings?;four;NUM:count;49192524;On January 22, 2016, four people were killed and seven others injured in a shooting spree in La Loche, Saskatchewan, Canada.
Die eisernen Einhoerner;How high is Mount Mair?;780 m;NUM:count;29591574;Mount Mair (54°49′S 36°2′W) is a mountain rising to 780 m between Brandt Cove and Larsen Harbor, Drygalski Fjord, South Georgia.
lang-wilhelm;To which country did Alberto Rodriguez belong to?;Puerto Rico;LOC:country;28376662;Alberto Rodriguez was a Puerto Rican member of the FALN who received a sentence of 35 years for seditious conspiracy and other charges.
elmas-hennig;Where was the clip for the song Wake Me Up When September Ends by Green Day, filmed?;Los Angeles;LOC:city;1711322;The clip was filmed in Los Angeles in late March 2004.
Die eisernen Einhoerner;When was the Battle of Sorel?;June 19 1610;NUM:date;41459985;The Battle of Sorel occurred on June 19, 1610, with Samuel de Champlain supported by the Kingdom of France and his allies, the Wyandot people, Algonquin people and Innu people fought against the Mohawk people in New France at present day Sorel-Tracy, Quebec.
ott-ragowski;How many students does UNIGIS admit at least every year?;600;NUM:count;2555331;UNIGIS each year enrolls more than 600 new students worldwide.
ulges;Which trophy was awarded to a Canadian football champion beginning in 1909?;Grey Cup;ENTY:other;6963;The Grey Cup was established in 1909 after being donated by Albert Grey, 4th Earl Grey, The Governor General of Canada as the championship of teams under the CRU for the Rugby Football Championship of Canada.
lang-wilhelm;Where is the Afram River located?;Ghana;LOC:country;1784342;The Afram River is a 100 km river in Ghana.
lang-wilhelm;Where does the thais of athens become an initiate?;temple of Ashtoreth;LOC:other;2477267;She then travels to Sparta and Crete with the Macedonians,visits Egypt and Mesopotamia,where she become an initiate in the temple of Ashtoreth (Astarte) and eventually follows Alexander to Persepolis,which she requestss be set on fire.
boutaleb-rahoui;Who is Thomas Keightley?;an Irish writer;HUM:ind;975696;Thomas Keightley (17 October 1789 \u2013 4 November 1872) was an Irish writer known for his works on mythology and folklore, particularly Fairy Mythology (1828), reprinted as The World Guide to Gnomes, Fairies, Elves, and Other Little People (1880,1978, 2000, etc.)
ulges;Perseus fought the Romans in what war?;Third Macedonian War;ENTY:other;455379;Seeking to re-assert Macedonian power and Greek independence, Philip V's son Perseus incurred the wrath of the Romans, resulting in the Third Macedonian War (171–168 BC).
ulges;How long did it take to complete the Sui-Yu Expressway?;three years;NUM:count;65185;On 3 November 2007, the Sichuan Transportation Bureau announced that the Sui-Yu Expressway was completed after three years of construction.
ulges;What noble family wielded power during the Heian period?;Fujiwara;HUM:gr;154723;Nominally, sovereignty lay in the emperor but in fact power was wielded by the Fujiwara nobility.
ulges;Between which two lines of latitude is the Congo located?;4°N and 5°S;NUM:count;19599929;Congo is located in the central-western part of sub-Saharan Africa, along the Equator, lying between latitudes 4°N and 5°S, and longitudes 11° and 19°E.
ulges;How much in contributions did the Labour party get from January to Marrch 2008?;£3 million;NUM:count;19279158;Between January and March 2008, the Labour Party received just over £3 million in donations and were £17 million in debt, compared to the Conservatives' £6 million in donations and £12 million in debt.
ulges;Who was Bell's closest friend as a child?;Ben Herdman;HUM:ind;852;His best friend was Ben Herdman, a neighbor whose family operated a flour mill, the scene of many forays.
abesh-feller;Who is Saul Perlmutter?;astrophysicist;HUM:ind;16368284;Saul Perlmutter, Nobel laureate astrophysicist at Lawrence Berkeley National Laboratory.
Die eisernen Einhoerner;When opened the Hotel Grand Chancellor?;1987;NUM:date;26102607;The hotel opened in 1987 as the Sheraton and has since been taken over by the Grand Hotels International group.
ulges;In what year did Emperor Kanmu die?;806;NUM:date;154723;Following Kammu's death in 806 and a succession struggle among his sons, two new offices were established in an effort to adjust the Taika-Taihō administrative structure.
Brennholzverleih;How long is an Olympic-size swimming pool?;50m;NUM:count;226434;An Olympic-size swimming pool is the type of swimming pool used in the Olympic Games, where the race course is 50 metres (164.0 ft) in length
maciejewska-maita;What road in England is the main road between Newbury in Berkshire and Alton in Hampshire?;The A339;ENTY:other;8215773;The A339 is a 32-mile-long (51 km) A road in England. It is the main road between Newbury in Berkshire and Alton in Hampshire
lang-wilhelm;When did the Battle of the Trent happen?;679;NUM:date;26738520;The Battle of the Trent was a battle fought at an unspecified site near the River Trent within the Kingdom of Lindsey (today part of England), in 679.
abesh-feller;In which DC comic did Professor Helena Sandsmark first appear in?;Wonder Woman Vol 2 #105;ENTY:cremat;12395422;Professor Helena Sandsmark is DC Comics fictional character created by writer/artist John Byrne for the Wonder Woman comic book series, first appearing in Wonder Woman Vol 2 #105.
ulges;Which city is the most populous in California?;Los Angeles;LOC:city;62520;With a population of 3,792,621, Los Angeles is the most populous city in California and the second most populous in the United States.
Natuerliches Mineralwasser;Who is the heir to the throne of Jordan?;The Crown Prince of Jordan;HUM:ind;45017776;The Crown Prince of Jordan is the heir to the throne of Jordan.
davidoff-meyer;In what year was the America First party founded?;1943;NUM:date;3598995;The America First Party was an isolationist political party which was founded on January 10, 1943.
ulges;Christoph Waltz's appearance in future Bond movies is contingent on the appearance of which other actor?;Craig;HUM:ind;44853982;Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.
ulges;Who discovered that magnetic and electric could self-generate?;James Clerk Maxwell;HUM:ind;10902;The origin of electric and magnetic fields would not be fully explained until 1864 when James Clerk Maxwell unified a number of earlier theories into a set of 20 scalar equations, which were later reformulated into 4 vector equations by Oliver Heaviside and Josiah Willard Gibbs.
roth-schoeneich;Over which period of time was the NeXTcube developed?;1990 until 1993;NUM:date;2886717;The NeXTcube is a high-end workstation computer developed, manufactured, and sold by NeXT from 1990 until 1993.
ulges;How many PlayStation 3 units had been purchased as of early 2016?;85 million;NUM:count;24951;As of March 2016, PlayStation 3 has sold 85 million units worldwide.
donaera-selak;When was the book The Scottish Town in the Age of Enlightenment first published?;August 2014;NUM:date;44372900;It was first published in August 2014, almost a year after McKean's death, by Edinburgh University Press.
schwarz-voss;What is the most famous local crop in Jiaxian District?;taro;ENTY:food;11913874;The most famous local crop is taro
ulges;Who performs better in school: sexually experienced or inexperienced teen females?;inexperienced;ENTY:other;83859;"Those who have had such experiences tend to perform not as well in school as their ""inexperienced"" peers."
roth-schoeneich;Who wrote Don Quixote?;Miguel de Cervantes Saavedra;HUM:ind;8237;Don Quixote (/\u02ccd\u0252n ki\u02d0\u02c8ho\u028ati/ or /\u02ccd\u0252n \u02c8kw\u026akso\u028at/, Spanish: [do\u014b ki\u02c8xote], formerly [do\u014b ki\u02c8\u0283ote]), fully titled The history of the valorous and wittie Knight-Errant Don-Quixote of the Mancha (Spanish: El ingenioso hidalgo don Quixote de la Mancha [el i\u014bxe\u02c8njoso i\u02c8\u00f0al\u0263o \u00f0o\u014b ki\u02c8xote \u00f0e la \u02c8mant\u0283a]), is a Spanish novel by Miguel de Cervantes Saavedra.
ravindran-wedemeyer;Who was the first non-indigenous person to see the Angel Falls?;Ernesto Sánchez La Cruz;HUM:ind;5963982;Ernesto Sánchez La Cruz (born 1883) was a Venezuelan explorer who in 1910 became the first non-indigenous person to see the Angel Falls.
ulges;To what location is Selenizza bitumen native?;Selenice, in Albania;LOC:city;657;Selenizza is a naturally occurring solid hydrocarbon bitumen found in the native asphalt deposit of Selenice, in Albania, the only European asphalt mine still in use.
Powerpuff Girls;Where is the Elektrizitätsmuseum?;Münchenstein;LOC:city;22191625;The Elektrizitätsmuseum (Museum of Electricity) is in Münchenstein, in the canton of Basel-Country in Switzerland.
abesh-feller;What does Deep Eliptic Survey (DES) find?;Kuiper belt objects;ENTY:other;615643;The Deep Ecliptic Survey (DES) is a project to find Kuiper belt objects (KBOs), using the facilities of the National Optical Astronomy Observatory (NOAO).
kaiser-simkin;When did Nigeria gain independence from Great Britain?;October 1st, 1960;NUM:date;9795560;Although Nigeria gained independence from Britain on October 1st, 1960, the nation remained a Commonwealth Realm with Elizabeth II as titular head of state until the adoption of a new constitution in 1963 declaring the nation a republic
Die eisernen Einhoerner;Who was Willis E. Davis?;landscape painter;ENTY:other;43999204;Willis E. Davis (1855 – March 11, 1910) was an American landscape painter known for the high prices his works commanded, and for his leadership of the Bohemian Club, the Mark Hopkins Institute of Art and the San Francisco Art Association.
boutaleb-rahoui;where studied Michael Bierut ?; University of Cincinnati's College of Design;LOC:other;6231500;Bierut was born in Cleveland, Ohio. He studied graphic design at the University of Cincinnati's College of Design.
